neighborhood,sqft_living,area_unit,lot_size_sqft,bedrooms,bathrooms,floors,year_built,renovated,condition,grade,garage,basement,pool,school_score,sale_price
Riverside Park,1473.0,sqft,1869.0,1,1.0,2.0,1975.0,Yes,3,3,Y,Y,N,8.0,254200.0
Northgate,2647.0,sqft,8588.0,5,4.5,2.0,2008.0,No,3,8,Y,N,N,4.0,219700.0
Maple Grove,1429.0,sqft,5343.0,1,1.5,1.0,1995.0,Yes,4,10,N,Y,N,7.0,256000.0
Brookhaven,172.1,sqm,,3,2.0,1.0,1994.0,No,3,4,Y,Y,N,7.0,$407.9K
Maple Grove,965.0,sqft,1396.0,1,1.0,2.0,2006.0,No,4,7,Y,N,N,6.0,133600.0
Riverside Park,2316.0,sqft,7694.0,2,1.0,2.5,1993.0,No,3,5,N,N,N,4.0,$334.3K
Sunridge,1699.0,sqft,2769.0,3,2.0,2.0,1971.0,No,3,9,Y,Y,N,7.0,$184.3K
Maple Grove,2302.0,sqft,7907.0,4,3.0,2.0,1985.0,Yes,3,5,Y,Y,N,10.0,379000.0
Riverside Park,1532.0,sqft,4939.0,2,1.5,1.0,2003.0,No,3,10,Y,Y,N,8.0,290100.0
Maple Grove,1734.0,sqft,5394.0,3,2.0,2.0,2002.0,No,3,5,Y,Y,N,7.0,$283.3K
Harbor Point,2610.0,sqft,4738.0,4,3.5,2.0,1965.0,No,1,3,Y,Y,N,4.0,$635.0K
Harbor Point,59.9,sqm,1141.0,2,2.5,3.0,1968.0,No,1,4,Y,Y,N,5.0,$168.5K
Northgate,2253.0,sqft,8929.0,3,2.5,1.0,1973.0,No,3,4,Y,N,N,5.0,$189.7K
Riverside Park,1651.0,sqft,5239.0,2,2.0,2.5,1934.0,No,3,8,Y,N,N,6.0,$231.8K
Maple Grove,2405.0,sqft,7333.0,4,2.5,2.5,1938.0,No,3,5,Y,N,N,6.0,276300.0
Cedar Falls,2042.0,sqft,5292.0,3,1.0,2.0,1973.0,No,2,5,Y,Y,N,5.0,$254.2K
Brookhaven,1856.0,sqft,3761.0,3,1.5,3.0,1998.0,Yes,4,8,N,N,N,7.0,$435.0K
Northgate,1062.0,sqft,1543.0,2,1.0,1.0,1948.0,No,2,10,Y,Y,N,5.0,$84.2K
Sunridge,1679.0,sqft,4088.0,2,1.0,1.5,,Yes,3,3,N,N,N,7.0,$151.7K
Cedar Falls,798.0,sqft,1970.0,1,1.0,2.0,1921.0,No,5,6,Y,Y,N,6.0,89600.0
Cedar Falls,195.6,sqm,8009.0,3,1.5,2.0,1987.0,No,2,5,N,Y,N,4.0,279500.0
Riverside Park,1985.0,sqft,5050.0,3,2.5,1.5,1987.0,No,3,9,Y,Y,N,6.0,$399.0K
Brookhaven,1823.0,sqft,6907.0,4,3.0,1.0,1955.0,No,4,5,N,N,N,5.0,331200.0
Old Mill District,1694.0,sqft,5827.0,2,1.0,1.0,2019.0,No,2,4,Y,N,N,7.0,468200.0
Maple Grove,2353.0,sqft,3015.0,3,2.0,2.0,1926.0,No,3,4,Y,N,N,7.0,246700.0
Cedar Falls,1408.0,sqft,2087.0,2,1.0,1.0,1927.0,Yes,3,4,Y,N,N,5.0,161700.0
Sunridge,2085.0,sqft,3059.0,4,4.0,3.0,1970.0,Yes,4,7,N,,N,7.0,184100.0
Sunridge,1431.0,sqft,4915.0,2,1.5,3.0,1970.0,Yes,3,9,N,N,N,6.0,139600.0
Riverside Park,1751.0,sqft,4567.0,2,1.0,2.0,1986.0,No,1,6,Y,N,N,7.0,$275.3K
Northgate,1598.0,sqft,3877.0,3,2.5,1.0,1945.0,No,2,8,Y,N,N,5.0,118400.0
Riverside Park,1707.0,sqft,3980.0,3,3.0,3.0,1940.0,No,3,8,N,N,N,8.0,241200.0
Maple Grove,1318.0,sqft,3368.0,2,2.0,1.0,1933.0,Yes,2,10,Y,N,N,7.0,187700.0
Riverside Park,1961.0,sqft,3314.0,4,3.0,2.5,,No,4,3,N,Y,Y,5.0,383500.0
Brookhaven,2483.0,sqft,6925.0,3,2.0,1.0,1966.0,No,4,6,Y,Y,N,6.0,430600.0
Cedar Falls,2077.0,sqft,3979.0,3,2.0,2.0,1961.0,Yes,2,9,Y,N,N,7.0,266300.0
Riverside Park,292.3,sqm,6094.0,4,3.0,1.0,1972.0,No,3,5,Y,N,N,8.0,$520.0K
Cedar Falls,2196.0,sqft,8532.0,3,2.5,2.5,2016.0,No,3,8,N,N,N,5.0,$283.7K
Sunridge,500.0,sqft,1004.0,1,1.0,1.5,1962.0,No,2,3,Y,N,N,,$50.9K
Northgate,1197.0,sqft,3413.0,1,1.0,1.5,1938.0,No,4,7,Y,N,N,9.0,$95.0K
Cedar Falls,1626.0,sqft,4807.0,3,2.5,1.0,1955.0,No,1,6,N,N,N,5.0,198000.0
Sunridge,1074.0,sqft,1894.0,2,1.5,2.0,1959.0,No,2,9,N,Y,N,8.0,$108.3K
Maple Grove,2266.0,sqft,3527.0,3,1.5,3.0,1973.0,No,5,8,N,Y,Y,6.0,337700.0
Sunridge,1336.0,sqft,2777.0,1,1.5,1.0,1998.0,No,5,7,N,Y,N,5.0,$135.9K
Northgate,1730.0,sqft,2878.0,2,1.5,2.0,1932.0,Yes,5,4,Y,Y,N,9.0,114100.0
Brookhaven,1583.0,sqft,5091.0,2,1.0,2.0,1947.0,No,3,7,Y,Y,N,7.0,277900.0
Sunridge,1561.0,sqft,3920.0,2,1.0,1.5,1922.0,No,2,6,Y,N,N,6.0,$132.5K
Old Mill District,1815.0,sqft,3727.0,2,1.0,1.0,1956.0,No,2,7,Y,Y,Y,8.0,486100.0
Harbor Point,1075.0,sqft,3784.0,2,2.0,1.0,1979.0,Yes,3,4,N,Y,N,6.0,285900.0
Northgate,1269.0,sqft,4982.0,2,2.0,2.0,1944.0,Yes,4,5,Y,N,N,5.0,98300.0
Maple Grove,1609.0,sqft,4897.0,1,1.0,3.0,1935.0,Yes,4,3,Y,N,N,9.0,229100.0
Brookhaven,1763.0,sqft,6017.0,2,2.5,1.0,1954.0,Yes,3,9,Y,N,N,3.0,$369.3K
Northgate,1249.0,sqft,4493.0,2,1.5,2.0,1969.0,No,3,3,Y,Y,N,6.0,117500.0
Cedar Falls,1813.0,sqft,2794.0,4,3.0,1.5,2009.0,No,3,5,Y,Y,N,8.0,299700.0
Northgate,111.2,sqm,3282.0,2,1.0,2.0,1990.0,No,3,3,Y,N,N,,$118.1K
Brookhaven,941.0,sqft,2065.0,2,1.0,1.0,1933.0,Yes,2,8,Y,Y,N,6.0,163200.0
Riverside Park,2233.0,sqft,8870.0,3,2.0,2.5,1922.0,Yes,4,10,Y,N,N,7.0,$366.9K
Maple Grove,1318.0,sqft,2285.0,2,2.5,2.0,1981.0,No,4,3,N,N,N,6.0,167100.0
Cedar Falls,1433.0,sqft,3712.0,2,1.5,1.0,2011.0,No,3,4,Y,Y,N,5.0,164000.0
Cedar Falls,882.0,sqft,3175.0,1,1.0,3.0,1935.0,Yes,4,9,Y,Y,N,6.0,$128.5K
Old Mill District,2375.0,sqft,7096.0,3,1.5,2.0,1942.0,No,3,6,Y,Y,N,4.0,468300.0
Cedar Falls,2780.0,sqft,8705.0,4,4.0,1.0,1932.0,No,1,3,Y,N,N,8.0,$306.6K
Sunridge,1863.0,sqft,2884.0,3,3.0,2.5,2003.0,No,4,6,Y,N,N,9.0,$219.7K
Cedar Falls,1032.0,sqft,3766.0,1,1.0,1.0,2023.0,No,4,3,Y,Y,N,,166400.0
Maple Grove,976.0,sqft,1951.0,2,2.0,2.0,2023.0,No,3,6,N,Y,N,6.0,174900.0
Harbor Point,2178.0,sqft,5323.0,2,1.5,1.0,2004.0,No,2,3,Y,N,N,8.0,608500.0
Maple Grove,216.6,sqm,6106.0,4,3.5,2.0,1955.0,Yes,4,9,Y,N,N,10.0,$344.0K
Brookhaven,2928.0,sqft,5453.0,4,4.5,2.0,1939.0,Yes,4,3,Y,Y,N,5.0,$540.5K
Sunridge,77.3,sqm,1256.0,1,1.0,1.5,1984.0,No,5,4,Y,N,Y,,94700.0
Sunridge,1811.0,sqft,4396.0,3,2.0,2.0,1996.0,No,4,4,Y,Y,N,6.0,$183.9K
Maple Grove,206.1,sqm,4578.0,5,4.0,2.0,1948.0,No,5,4,N,Y,N,7.0,$270.7K
Old Mill District,2098.0,sqft,3583.0,3,1.5,2.5,1978.0,No,3,9,Y,N,N,3.0,469600.0
Riverside Park,2022.0,sqft,6281.0,3,2.5,1.5,1980.0,Yes,3,8,Y,N,N,6.0,387500.0
Sunridge,1623.0,sqft,2760.0,3,2.5,3.0,1939.0,Yes,4,7,N,Y,N,7.0,$153.9K
Brookhaven,150.3,sqm,3187.0,3,2.0,1.0,2011.0,No,4,6,N,Y,N,5.0,$340.4K
Cedar Falls,2378.0,sqft,7049.0,3,2.0,2.0,1932.0,Yes,4,10,Y,Y,N,3.0,317100.0
Sunridge,3010.0,sqft,8537.0,5,4.0,1.0,1945.0,No,3,10,Y,N,N,7.0,254900.0
Old Mill District,2890.0,sqft,6654.0,3,2.0,1.5,,No,3,5,Y,N,N,5.0,$710.5K
Northgate,838.0,sqft,2348.0,1,1.5,2.0,2011.0,No,2,4,Y,N,N,7.0,86500.0
Riverside Park,1866.0,sqft,3680.0,3,2.5,1.0,2008.0,No,4,4,Y,N,N,5.0,319300.0
Maple Grove,3072.0,sqft,9119.0,5,3.0,1.0,1957.0,No,5,10,N,N,N,6.0,$447.9K
Sunridge,584.0,sqft,2304.0,1,1.0,2.5,1974.0,No,4,4,Y,Y,N,3.0,$50.2K
Brookhaven,2259.0,sqft,6640.0,3,2.0,1.0,1953.0,No,4,6,Y,Y,N,5.0,$390.3K
Riverside Park,2283.0,sqft,4703.0,3,2.5,1.0,1941.0,Yes,1,10,N,N,N,4.0,$290.6K
Northgate,2189.0,sqft,3963.0,3,2.5,1.0,1956.0,Yes,3,8,Y,N,N,8.0,$204.6K
Maple Grove,1308.0,sqft,2636.0,2,2.0,2.0,2019.0,No,4,6,N,N,N,10.0,$241.5K
Sunridge,1788.0,sqft,6409.0,3,2.5,2.0,1922.0,Yes,5,9,N,N,N,5.0,$179.2K
Cedar Falls,930.0,sqft,1714.0,2,1.5,3.0,2003.0,No,4,4,Y,N,N,5.0,126300.0
Sunridge,2090.0,sqft,4275.0,3,2.0,2.0,1937.0,No,3,6,Y,Y,N,5.0,178600.0
Old Mill District,3192.0,sqft,5166.0,4,3.5,1.0,1963.0,No,2,7,N,Y,N,5.0,$609.7K
Brookhaven,931.0,sqft,2067.0,1,1.0,2.0,1998.0,No,4,10,Y,Y,Y,3.0,$261.1K
Maple Grove,2103.0,sqft,5526.0,3,2.5,2.0,1998.0,No,2,9,N,N,N,7.0,317000.0
Brookhaven,1397.0,sqft,,2,1.0,1.0,1964.0,No,5,4,Y,Y,N,9.0,$281.9K
Old Mill District,1518.0,sqft,4463.0,3,2.0,3.0,1946.0,No,5,5,Y,N,N,7.0,$262.9K
Brookhaven,1815.0,sqft,3828.0,2,2.0,1.0,1926.0,No,5,7,Y,N,N,2.0,$316.7K
Cedar Falls,1167.0,sqft,3444.0,2,1.5,1.0,2012.0,No,1,3,Y,N,N,6.0,159000.0
Brookhaven,1708.0,sqft,4586.0,3,1.0,2.0,2010.0,No,2,4,N,N,N,8.0,351300.0
Harbor Point,2401.0,sqft,4025.0,3,2.0,1.0,2022.0,No,2,3,Y,N,N,10.0,$785.4K
Cedar Falls,202.6,sqm,4405.0,4,4.0,2.0,1959.0,Yes,2,6,Y,Y,Y,5.0,331700.0
Riverside Park,2245.0,sqft,5239.0,3,2.5,1.0,1961.0,No,4,3,Y,Y,N,6.0,291800.0
Riverside Park,2813.0,sqft,9848.0,5,4.0,1.0,1940.0,No,4,7,Y,Y,N,7.0,443500.0
Northgate,1731.0,sqft,3863.0,2,2.0,2.5,1933.0,No,5,10,N,N,N,6.0,132200.0
Harbor Point,1429.0,sqft,5546.0,2,1.0,1.5,1938.0,Yes,2,4,Y,Y,N,4.0,372200.0
Maple Grove,1790.0,sqft,5072.0,2,2.5,1.0,,No,4,3,N,Y,Y,,$374.0K
Riverside Park,1848.0,sqft,5519.0,2,1.5,1.0,1964.0,No,3,9,Y,N,N,5.0,$281.2K
Old Mill District,1241.0,sqft,3010.0,1,1.0,2.0,1949.0,Yes,3,4,N,N,N,5.0,$261.6K
Sunridge,2424.0,sqft,4932.0,4,2.0,2.0,2010.0,No,3,6,N,,N,5.0,269900.0
Northgate,3179.0,sqft,11105.0,5,3.5,1.0,2002.0,No,5,10,Y,N,N,8.0,345100.0
Sunridge,2061.0,sqft,6407.0,3,3.0,1.0,1982.0,No,3,9,N,Y,N,6.0,$226.0K
Harbor Point,2195.0,sqft,6087.0,3,1.5,2.0,1932.0,No,3,6,Y,N,Y,5.0,$458.6K
Brookhaven,3133.0,sqft,6870.0,5,3.5,2.5,1977.0,Yes,4,8,Y,N,N,7.0,$621.3K
Old Mill District,1916.0,sqft,4924.0,3,2.0,3.0,1933.0,No,4,8,N,N,N,9.0,$409.3K
Old Mill District,1211.0,sqft,2145.0,2,1.5,1.0,1929.0,No,4,3,N,Y,N,3.0,$204.6K
Harbor Point,2908.0,sqft,9576.0,4,3.5,2.0,1938.0,No,2,4,Y,N,N,7.0,$707.4K
Cedar Falls,1980.0,sqft,5249.0,2,1.5,1.0,2002.0,No,3,10,Y,Y,N,8.0,$291.1K
Harbor Point,591.0,sqft,2171.0,1,1.0,1.0,1985.0,No,3,6,Y,Y,N,9.0,179000.0
Cedar Falls,1807.0,sqft,3034.0,3,2.5,2.0,1922.0,No,3,3,Y,N,N,5.0,$171.6K
Cedar Falls,241.0,sqm,10238.0,4,2.5,1.0,1984.0,No,3,7,Y,N,N,7.0,$368.6K
Northgate,703.0,sqft,2499.0,1,1.0,2.5,2004.0,No,3,4,Y,Y,N,7.0,74800.0
Sunridge,2452.0,sqft,9612.0,3,2.5,2.0,2012.0,Yes,3,5,Y,N,N,7.0,286400.0
Old Mill District,3336.0,sqft,4948.0,5,3.0,1.0,2016.0,No,2,8,N,Y,Y,6.0,$888.9K
Cedar Falls,2605.0,sqft,8062.0,3,2.0,2.0,1976.0,Yes,4,6,Y,N,N,7.0,304500.0
Sunridge,2212.0,sqft,2712.0,3,2.0,3.0,2002.0,No,4,7,Y,Y,N,,254700.0
Riverside Park,1160.0,sqft,2785.0,2,2.0,2.0,2001.0,No,4,5,Y,Y,N,9.0,$207.8K
Sunridge,500.0,sqft,800.0,1,1.0,2.0,1986.0,Yes,3,4,Y,Y,Y,4.0,$54.5K
Riverside Park,1516.0,sqft,4207.0,2,1.5,2.0,1925.0,No,3,6,Y,Y,N,5.0,$215.0K
Cedar Falls,2290.0,sqft,4049.0,3,2.5,1.0,,No,3,7,Y,Y,N,7.0,280900.0
Brookhaven,1099.0,sqft,3211.0,1,1.0,2.0,1943.0,No,2,7,Y,N,N,9.0,$209.4K
Maple Grove,1747.0,sqft,2438.0,2,1.5,2.5,1963.0,No,2,4,N,N,N,10.0,229300.0
Sunridge,2180.0,sqft,3209.0,3,2.0,2.0,1929.0,No,4,6,Y,N,N,7.0,179300.0
Riverside Park,2168.0,sqft,8652.0,3,2.0,2.0,1940.0,Yes,2,8,N,N,N,8.0,$342.8K
Northgate,1727.0,sqft,5364.0,3,2.0,3.0,2014.0,No,5,7,Y,N,N,,181000.0
Brookhaven,130.6,sqm,5500.0,3,2.0,1.5,1939.0,No,4,4,Y,Y,N,3.0,$214.4K
Brookhaven,500.0,sqft,1178.0,2,1.0,1.5,2006.0,No,5,8,Y,N,N,7.0,119100.0
Maple Grove,2987.0,sqft,11900.0,3,1.5,1.0,1929.0,No,5,10,N,N,N,5.0,$360.8K
Maple Grove,1854.0,sqft,4920.0,3,2.5,1.5,2012.0,No,4,6,Y,N,N,,$284.9K
Maple Grove,1636.0,sqft,5073.0,2,1.5,2.0,1973.0,Yes,3,5,Y,N,N,3.0,$253.5K
Old Mill District,1267.0,sqft,2400.0,2,1.5,2.0,2011.0,No,4,5,Y,Y,N,5.0,$373.8K
Northgate,1997.0,sqft,5569.0,3,2.5,3.0,1954.0,Yes,2,10,N,N,Y,6.0,179400.0
Maple Grove,1948.0,sqft,5361.0,3,4.0,1.0,,No,4,8,Y,N,N,6.0,277900.0
Sunridge,2143.0,sqft,3565.0,2,2.0,1.0,1932.0,No,3,4,Y,N,N,,$153.4K
Old Mill District,2061.0,sqft,2962.0,4,2.5,2.0,1975.0,Yes,4,9,Y,N,N,5.0,$616.9K
Maple Grove,271.5,sqm,10721.0,5,4.5,1.0,2002.0,No,5,7,Y,Y,N,8.0,473000.0
Brookhaven,1080.0,sqft,2704.0,2,2.5,1.0,1952.0,Yes,4,7,N,N,Y,8.0,$204.3K
Brookhaven,1983.0,sqft,3711.0,3,2.0,2.5,1947.0,No,4,9,N,Y,N,,$304.4K
Cedar Falls,2222.0,sqft,5501.0,4,3.0,1.5,1941.0,No,2,8,Y,Y,Y,6.0,$237.7K
Cedar Falls,1595.0,sqft,3193.0,2,1.5,1.5,1945.0,Yes,3,6,N,Y,N,3.0,165400.0
Northgate,2161.0,sqft,7599.0,4,3.5,1.5,1979.0,No,5,3,Y,Y,N,4.0,181100.0
Maple Grove,2704.0,sqft,9765.0,5,3.0,1.0,1980.0,No,2,7,Y,N,N,7.0,461500.0
Brookhaven,1965.0,sqft,5802.0,2,2.0,1.0,1966.0,No,5,9,N,N,N,6.0,387500.0
Harbor Point,2433.0,sqft,4103.0,4,4.0,1.0,1932.0,Yes,5,5,N,Y,N,7.0,$629.1K
Northgate,162.0,sqm,4010.0,4,3.0,2.0,1994.0,No,4,6,Y,Y,Y,6.0,194500.0
Harbor Point,2143.0,sqft,3498.0,3,3.0,2.5,1986.0,No,3,3,Y,N,Y,6.0,653700.0
Old Mill District,1836.0,sqft,4042.0,2,1.0,1.0,1938.0,No,2,3,Y,N,N,8.0,302700.0
Brookhaven,3935.0,sqft,11409.0,6,3.5,2.0,1932.0,No,2,7,Y,N,N,5.0,557000.0
Sunridge,3089.0,sqft,8899.0,4,3.0,1.0,1940.0,No,4,10,Y,Y,N,6.0,$283.6K
Cedar Falls,1362.0,sqft,2846.0,2,2.0,1.0,1955.0,Yes,4,5,Y,Y,N,8.0,$183.8K
Harbor Point,894.0,sqft,1465.0,2,1.5,2.0,1991.0,No,3,8,N,N,N,4.0,$204.0K
Cedar Falls,2307.0,sqft,3047.0,4,2.5,2.0,1930.0,No,3,4,N,N,N,6.0,241400.0
Sunridge,1907.0,sqft,4574.0,3,1.0,2.0,1981.0,No,3,5,Y,N,N,7.0,177100.0
Cedar Falls,976.0,sqft,2840.0,2,1.5,1.0,1947.0,No,1,3,N,Y,N,10.0,$108.1K
Riverside Park,2268.0,sqft,3656.0,3,2.0,1.0,2016.0,No,1,3,N,Y,N,9.0,421100.0
Riverside Park,1223.0,sqft,2990.0,1,1.0,1.0,1940.0,No,2,9,Y,N,N,5.0,136900.0
Riverside Park,1152.0,sqft,1624.0,2,2.0,2.5,1971.0,No,2,7,Y,N,N,8.0,201100.0
Cedar Falls,1639.0,sqft,2906.0,2,2.5,3.0,1959.0,No,4,9,Y,Y,N,6.0,210200.0
Brookhaven,2793.0,sqft,3935.0,4,3.0,1.0,2004.0,No,4,6,Y,Y,N,7.0,650200.0
Riverside Park,1757.0,sqft,4024.0,3,1.5,2.0,2000.0,No,5,5,N,N,N,7.0,$350.9K
Old Mill District,1556.0,sqft,4674.0,2,1.0,1.0,2017.0,No,2,6,N,Y,N,9.0,521900.0
Old Mill District,2492.0,sqft,4055.0,3,2.5,2.0,2007.0,No,3,8,Y,Y,N,8.0,$600.3K
Sunridge,2962.0,sqft,6897.0,4,3.0,2.0,2007.0,No,3,8,Y,Y,N,3.0,333900.0
Riverside Park,1738.0,sqft,6731.0,2,1.5,3.0,1949.0,No,3,9,Y,Y,N,6.0,$306.4K
Old Mill District,1724.0,sqft,2691.0,2,2.0,1.5,1944.0,No,4,4,N,Y,N,8.0,$353.3K
Harbor Point,1419.0,sqft,3541.0,2,2.0,2.0,2011.0,No,2,4,Y,Y,N,5.0,413600.0
Northgate,1785.0,sqft,5146.0,3,2.0,1.0,1922.0,No,2,7,Y,Y,N,8.0,165300.0
Riverside Park,3028.0,sqft,3786.0,4,3.5,3.0,1987.0,No,2,3,Y,N,N,4.0,427000.0
Riverside Park,132.7,sqm,1803.0,2,1.5,2.0,2016.0,No,3,4,Y,N,N,6.0,$249.9K
Cedar Falls,500.0,sqft,1875.0,2,2.0,1.0,1979.0,Yes,4,7,Y,N,N,5.0,$79.2K
Riverside Park,1105.0,sqft,2786.0,1,1.0,2.0,2015.0,No,4,4,Y,N,N,10.0,$180.8K
Maple Grove,2218.0,sqft,3375.0,3,2.5,1.0,2023.0,No,4,3,N,N,N,6.0,332000.0
Riverside Park,326.6,sqm,6788.0,5,4.5,1.0,1953.0,Yes,3,9,Y,,N,7.0,525000.0
Northgate,1301.0,sqft,4995.0,2,1.0,2.0,,No,2,9,N,Y,N,10.0,$130.1K
Cedar Falls,2374.0,sqft,5831.0,4,2.5,1.0,1934.0,Yes,1,10,Y,Y,N,9.0,$289.6K
Sunridge,299.9,sqm,9179.0,5,3.5,2.5,1937.0,Yes,5,8,Y,N,Y,7.0,$317.4K
Sunridge,2815.0,sqft,9997.0,4,3.0,1.5,1965.0,Yes,5,9,Y,N,N,4.0,$267.7K
Harbor Point,1865.0,sqft,5457.0,3,2.5,2.0,1979.0,No,4,5,Y,Y,N,4.0,480700.0
Riverside Park,2734.0,sqft,4643.0,5,3.5,1.0,1923.0,No,3,10,Y,,N,4.0,$421.7K
Brookhaven,159.6,sqm,2611.0,3,2.5,2.0,1960.0,Yes,5,3,Y,Y,N,6.0,$328.3K
Cedar Falls,1844.0,sqft,4339.0,4,3.5,1.0,1980.0,Yes,1,9,Y,Y,N,5.0,$285.1K
Harbor Point,2341.0,sqft,8582.0,3,2.5,1.0,1990.0,Yes,4,5,Y,Y,N,3.0,634300.0
Maple Grove,1496.0,sqft,1902.0,2,1.0,2.0,1980.0,No,3,10,Y,Y,N,5.0,$240.9K
Harbor Point,1926.0,sqft,6892.0,3,2.5,2.5,2011.0,No,2,10,Y,Y,N,8.0,$627.9K
Maple Grove,2108.0,sqft,2742.0,3,2.5,2.5,1971.0,No,3,7,Y,N,N,8.0,$313.2K
Cedar Falls,2564.0,sqft,6352.0,4,3.5,1.0,2012.0,No,4,10,Y,N,N,4.0,$339.8K
Cedar Falls,837.0,sqft,1373.0,2,2.0,1.0,1928.0,No,4,8,N,N,N,,$83.9K
Brookhaven,2258.0,sqft,5171.0,3,2.0,2.0,1933.0,No,4,7,N,N,N,4.0,334600.0
Sunridge,247.4,sqm,7658.0,3,2.0,1.0,2019.0,No,4,3,Y,N,N,6.0,308200.0
Riverside Park,2035.0,sqft,6993.0,3,2.5,1.0,1965.0,Yes,4,7,Y,Y,N,,382200.0
Northgate,2267.0,sqft,6420.0,4,2.5,2.0,1974.0,No,3,6,Y,N,N,6.0,$222.6K
Brookhaven,2567.0,sqft,8250.0,4,2.5,1.5,1972.0,Yes,4,8,Y,N,N,5.0,$495.1K
Sunridge,1555.0,sqft,4012.0,2,1.5,2.0,1999.0,No,3,7,N,Y,N,4.0,152300.0
Maple Grove,1222.0,sqft,1888.0,2,1.5,3.0,1985.0,No,1,9,Y,Y,N,3.0,$201.6K
Sunridge,1786.0,sqft,7012.0,3,2.0,1.0,1944.0,No,5,8,Y,N,N,10.0,$166.3K
Brookhaven,2206.0,sqft,8536.0,4,2.0,2.0,1963.0,No,2,3,Y,Y,N,9.0,406200.0
Old Mill District,2255.0,sqft,6042.0,3,2.0,1.0,1969.0,No,4,8,Y,Y,N,4.0,$526.7K
Harbor Point,2824.0,sqft,3886.0,4,3.0,2.5,1990.0,No,5,10,Y,N,N,9.0,$984.0K
Riverside Park,199.5,sqm,3322.0,4,3.0,2.0,1974.0,No,3,10,Y,Y,N,7.0,435400.0
Harbor Point,960.0,sqft,2772.0,1,1.5,2.0,1958.0,No,3,3,Y,N,N,5.0,233500.0
Harbor Point,2239.0,sqft,4320.0,4,3.0,3.0,1992.0,No,4,4,Y,N,N,5.0,$566.8K
Old Mill District,941.0,sqft,2574.0,3,2.5,2.0,1993.0,No,4,10,N,N,N,8.0,246800.0
Harbor Point,1612.0,sqft,4417.0,1,1.0,1.5,1954.0,No,3,4,Y,N,N,5.0,431000.0
Northgate,2838.0,sqft,10964.0,5,3.5,2.5,1957.0,Yes,4,3,N,N,N,7.0,223700.0
Harbor Point,186.7,sqm,2441.0,3,2.0,1.0,1999.0,No,4,10,N,N,N,8.0,500600.0
Sunridge,1696.0,sqft,6262.0,3,1.5,1.0,1982.0,Yes,3,7,N,Y,N,5.0,$196.4K
Brookhaven,2261.0,sqft,,2,1.0,1.0,2016.0,No,3,6,Y,Y,N,5.0,$507.0K
Riverside Park,2160.0,sqft,6377.0,3,3.0,2.5,1932.0,No,4,3,Y,Y,N,8.0,$309.2K
Cedar Falls,1761.0,sqft,6943.0,3,2.0,1.5,1924.0,No,5,4,Y,N,N,6.0,$197.9K
Riverside Park,231.9,sqm,8024.0,4,2.5,2.0,1959.0,No,3,7,Y,N,N,3.0,$320.9K
Old Mill District,2153.0,sqft,7640.0,4,2.5,2.0,1996.0,No,3,9,Y,Y,N,3.0,512700.0
Brookhaven,93.1,sqm,2143.0,1,1.0,1.0,1947.0,Yes,4,9,Y,Y,N,3.0,$197.6K
Brookhaven,258.8,sqm,8640.0,4,2.5,2.5,1980.0,No,3,6,Y,Y,Y,8.0,$761.1K
Northgate,2961.0,sqft,,5,4.0,2.0,1952.0,Yes,3,3,Y,Y,N,9.0,$258.8K
Old Mill District,190.0,sqm,2997.0,2,2.5,1.0,1956.0,No,4,9,Y,N,N,7.0,485400.0
Maple Grove,1486.0,sqft,2471.0,2,1.0,2.0,2019.0,No,5,3,Y,Y,N,6.0,240400.0
Riverside Park,1648.0,sqft,3631.0,3,2.5,3.0,2021.0,No,3,10,Y,N,N,,$298.1K
Old Mill District,1589.0,sqft,4249.0,3,2.0,2.0,1936.0,No,5,7,N,N,N,7.0,322900.0
Cedar Falls,1978.0,sqft,5385.0,3,2.0,2.0,1979.0,No,4,7,Y,N,Y,8.0,$264.6K
Old Mill District,3161.0,sqft,8429.0,5,4.0,1.0,1942.0,Yes,3,9,N,Y,N,8.0,617600.0
Cedar Falls,2822.0,sqft,8332.0,5,3.5,2.0,1930.0,No,4,5,Y,N,N,7.0,321500.0
Sunridge,2617.0,sqft,7616.0,4,3.0,1.5,1973.0,No,4,5,N,N,N,6.0,$227.3K
Brookhaven,1822.0,sqft,6843.0,2,2.0,3.0,1955.0,Yes,4,3,N,Y,N,8.0,299700.0
Harbor Point,1760.0,sqft,6707.0,3,2.5,1.0,1936.0,No,2,4,Y,N,N,6.0,350100.0
Old Mill District,2244.0,sqft,6733.0,2,1.5,2.5,2016.0,No,3,6,Y,N,N,,$596.9K
Harbor Point,1349.0,sqft,2270.0,4,3.0,2.0,1984.0,Yes,1,8,Y,N,N,7.0,$440.6K
Brookhaven,2247.0,sqft,4027.0,4,4.0,2.0,1978.0,No,4,6,Y,Y,N,5.0,449600.0
Old Mill District,1958.0,sqft,4212.0,4,3.0,1.0,1952.0,Yes,2,7,Y,N,N,7.0,$453.0K
Northgate,1563.0,sqft,5245.0,3,2.5,1.0,1935.0,Yes,4,3,N,N,N,4.0,106400.0
Harbor Point,1192.0,sqft,4625.0,2,2.0,1.5,1935.0,No,5,4,Y,N,N,6.0,$264.9K
Brookhaven,1579.0,sqft,2850.0,2,1.0,2.5,1967.0,Yes,5,6,N,N,N,7.0,299300.0
Brookhaven,2200.0,sqft,6269.0,4,3.0,2.0,2019.0,No,4,7,N,Y,N,9.0,$512.4K
